"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"LILRA1",-1.01927113064002,1.08025271822019,-14.5159166821233,7.23431496958438e-41,2.14423776370523e-39,81.9170679929612
"KIF11",2.0532065347433,3.66091661958495,14.5130805334327,7.45622626065745e-41,2.20665828166316e-39,81.8870236702078
"MARCKSL1",1.84974778892387,8.1624990727243,14.5088183717783,7.80254218133137e-41,2.30565121458342e-39,81.8418781654519
"POLR2H",1.09521579916336,5.54543679955671,14.5080931422563,7.86304615911611e-41,2.32001496582816e-39,81.8341970242981
"C5AR1",-2.04202389964494,4.72651623176314,-14.5050064688884,8.12583550479181e-41,2.39393005815642e-39,81.8015070409599
"C11orf80",1.25083536848029,4.11442246934995,14.4906513392717,9.467790760257e-41,2.78507274807379e-39,81.6495184765905
"MYADM",-1.91775616236378,6.856988391288,-14.4858888665517,9.96012018707848e-41,2.92548530133421e-39,81.5991099127756
"SYNDIG1L",-1.63880623143852,0.936460193035079,-14.4740740108932,1.12945269037648e-40,3.31243846923496e-39,81.4740881575282
"REM1",-1.3181221962749,1.72015976677409,-14.4699483660192,1.18013131848801e-40,3.45587103670744e-39,81.4304427432644
"WFDC1",-1.45664621116756,1.48061149858885,-14.4631722331668,1.2683341589545e-40,3.70859386837925e-39,81.3587701553171
"TMEM273",-1.6233320218104,3.20962864981871,-14.4588799383867,1.32757521245867e-40,3.87600289948823e-39,81.3133776784391
"MEX3A",2.63000684111167,3.21404451487383,14.4311789239925,1.78213823484886e-40,5.19537249540469e-39,81.0205801505905
"GNAQ",-1.22856964025027,5.43694637482907,-14.4260500470344,1.88194391392713e-40,5.47814211243593e-39,80.9663969035753
"SYNPO",-1.81739145375463,5.19787142379364,-14.4008890253565,2.4583693128873e-40,7.14539146188389e-39,80.7007168135156
"VSIG4",-2.70877422918658,5.86762380111474,-14.3919934965197,2.7017822881971e-40,7.84119939980775e-39,80.606838877624
"PCDH12",-1.56839400617051,3.26332214856921,-14.3898715302948,2.76331037594953e-40,8.00785174771824e-39,80.5844489471697
"TINCR",-2.10065988750379,1.40676633416582,-14.3825749688849,2.98573759585179e-40,8.63959055369399e-39,80.5074710206486
"ROR1",-1.81396833104521,2.35253091550307,-14.3819363814613,3.0060335542582e-40,8.6854329494367e-39,80.500734860182
"SLC2A1",2.84249303339497,5.86275706203899,14.3737248233349,3.27960767337832e-40,9.46186219732209e-39,80.4141274156843
"SVEP1",-2.10708045141701,2.41841690886596,-14.3718941460359,3.34390473990273e-40,9.63311287183501e-39,80.3948223811607
"HSD17B6",-3.12095398697462,4.34463013742093,-14.3593594645585,3.81922035443228e-40,1.09861732407806e-38,80.2626713434976
"FERMT2",-1.40462704524291,4.18551869546243,-14.3340646084979,4.99325915051873e-40,1.43247769686934e-38,79.9961564323716
"PPM1F",-1.15049561120546,3.44756231398936,-14.334040423968,4.99453844983414e-40,1.43247769686934e-38,79.9959017216907
"RASGRF1",-2.59594394961116,2.1832804195775,-14.3326069389717,5.07095270354805e-40,1.45225830509982e-38,79.9808046648541
"NLN",1.21589837416821,3.42293296682076,14.312554689928,6.27047328024536e-40,1.79315308481855e-38,79.7696944651744
"ACOXL",-1.88558201509542,1.75685062609924,-14.3015722454011,7.04333033658934e-40,2.00827589991962e-38,79.654130171685
"HYAL2",-1.17433031586351,5.67421309045048,-14.3004685715563,7.12606523641012e-40,2.02890000446287e-38,79.6425189216432
"RSPO4",-2.15918977133541,1.63488438761468,-14.2961100710949,7.46236922380928e-40,2.12155374594683e-38,79.5966692503197
"FOXM1",2.50157113143161,3.83026498039497,14.2937958496265,7.64731949109185e-40,2.17097048085538e-38,79.5723272499972
"PDE8B",-1.27542477142837,1.78572579639303,-14.2853163831598,8.36489761905876e-40,2.37122962593754e-38,79.4831523756093
"TMEM47",-1.81977037967161,3.894368809638,-14.2826522717519,8.60391904437737e-40,2.43544605402746e-38,79.4551402272459
"UQCC2",1.28599907160699,4.60958909304706,14.2808599593251,8.76854270470684e-40,2.47844765753475e-38,79.4362961117984
"BMPR2",-1.2813020094696,4.87020929626997,-14.2764654416277,9.18558873054402e-40,2.59256927658177e-38,79.3900975117612
"HSPB8",-2.22164343242279,4.76606953548898,-14.2757898897981,9.25143000261401e-40,2.60737918122805e-38,79.3829961794651
"HACD4",-1.46315126127207,2.9628063657252,-14.2689588192498,9.9442182572597e-40,2.79455459180599e-38,79.3111975844651
"TROAP",2.35433358485641,2.90090110146623,14.2682902708353,1.00147384500372e-39,2.8103229351234e-38,79.3041716179744
"CDC25C",1.80271419703338,2.04396942245741,14.2612569698369,1.07875257859757e-39,3.02283211787189e-38,79.230266085961
"SYN2",-1.08866908095122,0.498026795973575,-14.260636294124,1.08585125705892e-39,3.03835825917074e-38,79.2237448886231
"MYL3",-1.05185654577545,0.96273206998556,-14.2509399349042,1.20299197573283e-39,3.35650250396528e-38,79.1218864842601
"HMMR",2.10739235798432,3.11974287932402,14.2489610377703,1.2284042223441e-39,3.42250964976814e-38,79.101102581204
"ACE",-1.77954629789751,3.91542050378854,-14.2383356873948,1.37428587888318e-39,3.8234946499085e-38,78.9895303707687
"ITPRIP",-1.56753846516099,4.00207078704586,-14.2380536716583,1.37838452168541e-39,3.82943494678498e-38,78.9865695834778
"GINS2",1.999613982063,3.10145598706951,14.2334245893932,1.44742914445934e-39,4.01553493661315e-38,78.9379744028268
"SKA3",1.94675411305704,2.54261465221794,14.2309855958688,1.48518366377271e-39,4.11442286854535e-38,78.9123733549072
"PDK4",-2.70953482880708,4.66321848920453,-14.2196263090689,1.67436834402763e-39,4.63194408703132e-38,78.7931673636074
"SLC35F2",1.68727659576116,4.86572664438701,14.2036328695191,1.98212840516686e-39,5.47555953059056e-38,78.6254066980007
"CDC45",2.16007958421992,3.06924924426266,14.2004495004854,2.04980781436597e-39,5.65451227773403e-38,78.5920259824336
"PEBP4",-4.23894002996413,4.44546740221816,-14.1994450777524,2.0716365524825e-39,5.70665645241049e-38,78.581494374984
"PDE2A",-1.39963260304359,1.86681962948056,-14.1983746009301,2.09515596018419e-39,5.76330418779581e-38,78.5702705659448
"MDGA1",-1.26727848720867,1.26192098121107,-14.1958354711419,2.15201303011657e-39,5.91136762343148e-38,78.5436497370204
"IQCN",-1.79950919405775,1.59640637028787,-14.1938108712576,2.19844865788286e-39,6.02485794079701e-38,78.5224249869738
"GPR17",-1.20913470582555,0.747371446590326,-14.1937652181006,2.19950718035557e-39,6.02485794079701e-38,78.5219464019733
"MTMR10",-1.10389290811294,3.22754808184096,-14.1840742459019,2.43610196397356e-39,6.66357596120286e-38,78.4203719455378
"ENG",-1.65229088330142,6.83483681223193,-14.1762462599753,2.64560790056106e-39,7.22651132838129e-38,78.3383482922816
"AQP4",-4.16639619567328,4.63403855609894,-14.1704225465902,2.81303783283818e-39,7.67310165788015e-38,78.2773399661525
"CCNA2",2.23286064464839,3.94421542145609,14.1474601496059,3.58264994180661e-39,9.75871813059418e-38,78.0369063955714
"SLC5A4",-1.00627871259707,0.701579343423706,-14.1449961777823,3.67679729593642e-39,1.00011963267291e-37,78.0111178609039
"STARD9",-1.27124352867448,1.33553850403641,-14.1353831378238,4.06828890659007e-39,1.10506738920928e-37,77.9105260350688
"FRY",-1.48565145774458,2.63958598116072,-14.1344981431908,4.10635479796402e-39,1.11385587795121e-37,77.9012670120355
"SPC24",1.84713008153783,2.91577041755094,14.1337851213073,4.13728179453987e-39,1.12068620609599e-37,77.8938074111047
"CBX8",1.1242382882747,3.22397828335417,14.1234185468196,4.6140611389656e-39,1.24810033832519e-37,77.7853732332029
"ADRA1D",-1.0579838211403,0.618388325872802,-14.1179192413508,4.88882834886657e-39,1.32059306492998e-37,77.7278661318438
"GTSE1",1.99952001812379,2.68326547976773,14.112384599461,5.18182787189822e-39,1.39780344378466e-37,77.670000395059
"CCDC152",-1.04648410636093,1.44105630333578,-14.1098730780268,5.32049730653908e-39,1.43322733383193e-37,77.6437455630719
"CAB39L",-1.34204381700027,3.1167171423738,-14.1077223011116,5.44218511281292e-39,1.4639853276578e-37,77.6212636553574
"P3H4",1.75989888592807,4.73612568647342,14.0967470261015,6.10771289832723e-39,1.64075378314154e-37,77.5065656632396
"TRAF4",1.26604577837523,6.05752889754499,14.0874766779411,6.73264993304512e-39,1.80614679015377e-37,77.4097186964892
"PGM5",-1.91855540609439,2.22401035817014,-14.0864105736373,6.80848689166813e-39,1.8239824154973e-37,77.3985831182754
"TFAP4",1.01155288803343,2.69631307215567,14.085688878943,6.86030710279738e-39,1.83534388787184e-37,77.3910451678173
"STIL",1.58445906198766,2.3822441214484,14.079580817851,7.31493107605396e-39,1.95428905172987e-37,77.3272552167941
"ACSS3",-1.58663388417184,1.67361165496149,-14.0691572827373,8.16116311275924e-39,2.17738938697871e-37,77.218427211748
"KLF9",-1.65871279310427,5.04112244807518,-14.0657203812547,8.46104727168321e-39,2.25431427513166e-37,77.1825524320929
"ARHGEF39",1.31822461380185,1.88655342927468,14.0580197074692,9.17343771044377e-39,2.44078520691385e-37,77.102187306076
"SGCA",-2.02969530409663,2.4924482273033,-14.0553787028808,9.43127834972893e-39,2.50597032227198e-37,77.0746303853724
"GSTA3",-1.599186350946,0.719908832977832,-14.0530263686071,9.66701207225363e-39,2.5651120604784e-37,77.050087637827
"ACP5",-1.85507676937264,6.87421880188985,-14.0507871470898,9.8968641486231e-39,2.62253453112223e-37,77.0267268863842
"GNL3",1.058630715282,6.15286493154692,14.0470171367415,1.02962206723901e-38,2.72465660479815e-37,76.9874002089495
"DOK2",-2.00886534080672,4.48392682318989,-14.0325437878181,1.19843257877495e-38,3.16707731488453e-37,76.8364697636696
"JDP2",-1.30599528621247,3.98717509392478,-14.0303545281005,1.22626496805298e-38,3.23624433991032e-37,76.8136463862835
"TOM1L2",-1.36120244837038,4.29781399593728,-14.0299707625198,1.231209784704e-38,3.24490330149758e-37,76.8096457479305
"FRMD4A",-1.11527364048408,2.06312583154566,-14.0296403766861,1.23548272094553e-38,3.2517705137113e-37,76.806201619656
"ANXA3",-2.21007587675086,4.92471165731375,-14.0259233922311,1.28458578771762e-38,3.37645237437422e-37,76.7674563942823
"TMEM182",1.11473779166985,2.50586819581711,14.0251192150039,1.2954626623104e-38,3.40045872180885e-37,76.7590744419404
"FABP5",-2.14947847681401,4.30159787686407,-14.0177180033906,1.39997827944745e-38,3.66986241721285e-37,76.6819424700298
"FBLN5",-2.06919222806654,4.77962110965899,-14.0115397228206,1.49363126046687e-38,3.91010610374299e-37,76.6175704904142
"PRC1",1.96068419569761,3.8070258389391,14.0043051287597,1.61126154939441e-38,4.21239061633232e-37,76.5422102700963
"PDE1B",-1.22694238891671,1.49077611973424,-13.9865235388175,1.9411117921832e-38,5.06793885983253e-37,76.3570663758428
"ADAMTSL4",-2.04173772055005,3.59696674253655,-13.9798538601539,2.08150146974316e-38,5.42720897919796e-37,76.2876505606839
"SLC31A2",-1.2679120558725,1.95622648831588,-13.9767428113963,2.15040314471005e-38,5.59937416973033e-37,76.255277325999
"CRABP2",4.36711188366839,7.18237557124232,13.9737964519273,2.21775190850719e-38,5.7670420628821e-37,76.2246210783037
"SEC14L6",-2.40199706945905,2.48670642231426,-13.9521122846212,2.78252771696968e-38,7.2260503414194e-37,75.9990992366462
"SAMD10",1.44714126850587,3.83325201202532,13.9344450817171,3.3470301790265e-38,8.68046935924918e-37,75.8154819976102
"CCDC69",-1.7021188195504,4.82006800091289,-13.9301960675852,3.49901246861664e-38,9.06258169660429e-37,75.7713385562236
"SCN2B",-1.10712067012061,0.776653238441877,-13.9298850310454,3.51040434261698e-38,9.08002863316433e-37,75.7681074257439
"PID1",-2.20674046089929,3.74140836350917,-13.9264558781876,3.63847584312596e-38,9.39883369119014e-37,75.7324868226926
"CDCA5",2.2382649547055,3.64900574826801,13.9182419101262,3.96450534990022e-38,1.02274798728974e-36,75.6471811039151
"CFL2",-1.41401219610635,3.70578054802778,-13.9063892019028,4.48693683542439e-38,1.15599377940927e-36,75.5241291181789
"ITLN1",-2.87027948283768,1.35919575725129,-13.9051919262676,4.543382165575e-38,1.16899185191569e-36,75.5117021603395
"CSF3",-2.8881199044004,1.61977860462902,-13.9030009936629,4.64851198423528e-38,1.19289380563869e-36,75.4889630420664
"TRAP1",1.07394398415087,5.06605444808155,13.8972839384991,4.93439731339512e-38,1.26459330884553e-36,75.4296355368882
"FZD4",-1.6352576081976,3.74516733269641,-13.8945808079266,5.07560543361277e-38,1.29907523322506e-36,75.4015885739206
"ADGRL2",-1.96785709400317,3.9199611833228,-13.8937561698921,5.11947992442257e-38,1.30858737832259e-36,75.3930328851489
"MKI67",2.33343541110777,3.65970440741769,13.890404029502,5.30175444491416e-38,1.35340467197854e-36,75.358256727375
"CDCA3",1.83935298272558,2.39164503826388,13.883606032286,5.69149625509371e-38,1.45099675115154e-36,75.2877448893132
"PKMYT1",1.90851825564177,2.59485495046166,13.8764436144197,6.13305481100401e-38,1.56152699711503e-36,75.2134715691242
"RANBP3L",-1.18706077105635,0.907079909919583,-13.8755129212273,6.19288324076924e-38,1.57380866220626e-36,75.2038217954238
"NCAPH",2.14189176654632,3.2576005039447,13.8754425362941,6.1974314340071e-38,1.57380866220626e-36,75.2030920312343
"MCM4",1.85398344046149,4.94624907898185,13.862414706518,7.09926373026122e-38,1.80048037101801e-36,75.0680485924748
"NDRG4",-1.78036335803495,1.88630721277831,-13.8415331717484,8.82525315116221e-38,2.23531054814437e-36,74.8517265932575
"GATA6",-2.0719631876406,3.40733531493037,-13.8305609154153,9.8937718384195e-38,2.50270080628658e-36,74.7381244983357
"EPCAM",1.4996515827542,8.89236197288169,13.8176681588762,1.13151349159573e-37,2.85853725733052e-36,74.6046955792832
"JAML",-1.83376062886377,3.20994538135756,-13.8056939917335,1.28168158230152e-37,3.23371745143939e-36,74.4808287413309
"TNFRSF21",1.8033445612097,7.0583063676043,13.7984908117445,1.38142004810896e-37,3.48085726075829e-36,74.4063411813741
"CDT1",2.08129906862786,3.50882854894475,13.797878590296,1.39024559346671e-37,3.49857545927501e-36,74.4000111375831
"BZW2",1.23213289269826,6.14881365844339,13.7958977378244,1.4191876330171e-37,3.56680623798099e-36,74.379531137558
"EXO1",2.02383087138222,2.47081636168397,13.7863608430681,1.56715847129384e-37,3.93362827099661e-36,74.2809498820738
"GAB1",-1.33913931056295,3.05656049311188,-13.7804698976273,1.66614154365414e-37,4.17670418070523e-36,74.2200731900846
"TUBB3",2.13241807034864,2.18392159057968,13.7795621253207,1.68193883687095e-37,4.21089257195046e-36,74.2106934789836
"DIPK2B",-1.46277955541284,2.78501951230236,-13.7772087971034,1.72359059689858e-37,4.30412130746646e-36,74.1863787544775
"CTNNAL1",-1.41102911610239,5.19734090611665,-13.7723484643295,1.81289599967745e-37,4.52134407694493e-36,74.1361680840563
"ERBB4",-1.27760108376628,0.815125156599325,-13.7662640468324,1.93121946773642e-37,4.81029032940785e-36,74.0733242434401
"KIAA0040",-1.22623252057921,5.031288589935,-13.7646148610578,1.96459626915854e-37,4.88718380579068e-36,74.0562927684019
"STAC",-2.19858349195812,2.41347146804985,-13.7619161041333,2.02045914884661e-37,5.01818497006826e-36,74.0284243630281
"FIBIN",-2.28636105403632,3.60452932173194,-13.7618235202271,2.02240341817857e-37,5.01818497006826e-36,74.0274683544214
"TMEM150B",-1.80943883930596,2.66264229657313,-13.7567057292283,2.13282833305826e-37,5.28545755776814e-36,73.9746277623835
"ICAM2",-1.38459248995299,3.56234294987148,-13.7565055964684,2.13726652222087e-37,5.28973464249665e-36,73.9725616151067
"B4GALT2",1.15272238049991,5.53583435471592,13.7511681986631,2.25908640415724e-37,5.58415236251948e-36,73.9174644996505
"GMFG",-1.58144754735541,5.48336198263301,-13.7490334810945,2.30972421989779e-37,5.70209512160336e-36,73.8954311471813
"KIF18B",2.22556389051427,2.66345081725087,13.7400970794406,2.53427707725606e-37,6.24854688213968e-36,73.8032132659246
"CALCOCO1",-1.23431245919252,4.80053718705916,-13.7118083089289,3.3987724478639e-37,8.36947715286485e-36,73.5114900667561
"JPT1",1.51027216865447,6.82697248440942,13.7106006194809,3.44160479303146e-37,8.46426460006212e-36,73.4990427027681
"RHBDL2",1.89766782771731,3.18752148170396,13.7080630679241,3.53336299633702e-37,8.67898973772807e-36,73.4728905691175
"NOS1",-1.38176284125468,0.522912647522864,-13.7042671239882,3.67519538348371e-37,9.01601705208588e-36,73.43377393175
"ARHGAP24",-1.32973212751857,2.75232342454376,-13.6927788751491,4.13994752484577e-37,1.01433915297823e-35,73.3154225060228
"NXF3",-1.59243873520661,0.822895448723077,-13.68517097686,4.47950473528573e-37,1.09615785260072e-35,73.237073835091
"PCDH9",-1.01388069232802,0.544132653736995,-13.6795576864221,4.74770230962156e-37,1.16033130506954e-35,73.1792803939636
"SRPX",-2.06337364274346,3.59456012459477,-13.6735476284418,5.05261571987317e-37,1.23330618754301e-35,73.1174151831942
"ECE2",1.42312494850566,2.51682748936829,13.6701655750742,5.23270074004844e-37,1.27453506944522e-35,73.0826076769919
"GIMAP5",-1.19573993977587,1.19619509886575,-13.6701306648375,5.23459257870903e-37,1.27453506944522e-35,73.082248409596
"ARHGEF16",1.49855115978063,4.23685573187801,13.6659355848252,5.4669638672381e-37,1.32945381923622e-35,73.0390794804042
"NDC80",2.05129143984616,2.92434605002143,13.6633175864922,5.61715830584331e-37,1.36427694195345e-35,73.012142703339
"SCN1A",-1.40019800306271,0.931030397476097,-13.6615767557056,5.71929869190978e-37,1.38735674612334e-35,72.9942326131831
"MRC1",-2.87394178531323,5.37640515706638,-13.6531485579869,6.24059137772321e-37,1.51192861664268e-35,72.9075376053553
"C1orf112",1.17293844436871,2.36739011290586,13.6413730523583,7.04911630489832e-37,1.70569373814432e-35,72.7864565698597
"ABCA9",-1.14537656385742,1.08165628322242,-13.6376552416097,7.32545453876857e-37,1.77036356715741e-35,72.7482393753928
"OLFML1",-1.6327671924174,3.21429143445932,-13.6368427614025,7.38726751413418e-37,1.78309255356632e-35,72.7398881978536
"OGN",-2.51778530150949,2.24295488649114,-13.6120856344578,9.54175524264274e-37,2.30028247833451e-35,72.485540234855
"SHC3",-1.70586262868943,1.8483384058017,-13.6063109727934,1.01283449731577e-36,2.43567339101721e-35,72.4262467460576
"RASAL1",2.10344966577014,2.35443307332726,13.6043471035532,1.03359137822904e-36,2.4825286514287e-35,72.4060849061214
"A2M",-2.13944188755822,8.89689266534364,-13.5979499091193,1.10419005285819e-36,2.64883377624763e-35,72.3404191172364
"DEPDC1B",1.94805328249032,2.33128775317063,13.5875271017143,1.22964971270453e-36,2.94617424408802e-35,72.2334650218114
"CENPA",2.22350379459012,2.80594390485683,13.578691875134,1.34705696299041e-36,3.21956518985317e-35,72.1428347257567
"SNRPE",1.08163680492414,6.57866761818476,13.5654228801328,1.54468854547033e-36,3.68740033075983e-35,72.006780139523
"CYBRD1",-2.09924756228959,6.17009377968169,-13.5628850272243,1.58565634760906e-36,3.78056916227623e-35,71.9807658307041
"MT1M",-2.66604843273701,2.98996800053946,-13.5321528339225,2.17664193527643e-36,5.17695703215806e-35,71.6659427974281
"GJB2",3.16846701065147,4.26912545384744,13.5310962656258,2.20046318602497e-36,5.22723916163764e-35,71.6551257388684
"RBMS2",-1.25924413668875,4.67385074484848,-13.5304729299003,2.214638475822e-36,5.24812809161076e-35,71.6487442827375
"TPRG1",-1.18420580722217,1.26742663042352,-13.5293835737193,2.23963033860989e-36,5.30091146770737e-35,71.6375922621407
"DCAF13",1.15117922674285,4.1134619789155,13.528145389193,2.26837798050369e-36,5.36244554591072e-35,71.6249172070291
"DPYSL2",-1.75160512864508,6.05298954245409,-13.5254632609241,2.33191750539115e-36,5.50597906872199e-35,71.5974628221285
"GIPC2",-1.72241377256043,1.56123757207616,-13.5077729668114,2.79779414953837e-36,6.59799024165017e-35,71.4164542608476
"GPC3",-2.88675170316999,4.61646202000167,-13.5064945368425,2.83485116613419e-36,6.67730704023128e-35,71.4033779794329
"HLA-E",-1.41728149293744,9.84606390225374,-13.4996004440417,3.04327873627467e-36,7.15959773143122e-35,71.332873484264
"CDCA7",2.33056075490093,3.74713896402755,13.4977583607191,3.10150958798712e-36,7.28780018006178e-35,71.3140380078808
"TPPP3",-2.89544347366143,5.11704059789606,-13.4902138814771,3.35181390299078e-36,7.84759022209234e-35,71.2369088121241
"ANKRD33B",-1.32879398527708,1.20460301297734,-13.4802584162633,3.71316054207097e-36,8.66241268564715e-35,71.135165500089
"PRICKLE2",-1.33562167470017,2.63295655364387,-13.4732533970202,3.9904336133689e-36,9.29813939803269e-35,71.0635985204812
"OTX1",1.63774225820144,1.89542940610596,13.4655938898847,4.31726999811718e-36,1.00357230957425e-34,70.9853669356784
"PLA2G1B",-3.54047464359954,3.22383046176504,-13.4635542395263,4.40871239840335e-36,1.02360854650072e-34,70.9645385207643
"NECTIN4",2.06370207453911,5.44580306007387,13.4597599076822,4.58398580568237e-36,1.06177523952759e-34,70.9257960636401
"CENPU",1.84773689532235,3.68322371346601,13.4555193308934,4.78809961337779e-36,1.10773792123021e-34,70.8825038546754
"GATA2",-1.77454400302459,3.22551565324767,-13.4472597207964,5.21201745544314e-36,1.20438360703208e-34,70.7982014487091
"RBP4",-2.88187558010789,3.09328951512422,-13.4467836345895,5.23756147645533e-36,1.20885398195631e-34,70.7933430516021
"ERO1A",1.70127663303579,6.13630454562895,13.4459023271,5.28517692334404e-36,1.21840195669006e-34,70.784349659685
"CLEC12A",-1.89749091452692,2.25170261396207,-13.4443016322143,5.37276527544813e-36,1.23713153680124e-34,70.7680159866927
"DBNDD1",1.65807460144642,4.12584982669671,13.4403623828528,5.59452481787398e-36,1.28667473494099e-34,70.7278237274864
"SLC11A1",-1.84466548687256,3.53998075713036,-13.439595338979,5.63875457557277e-36,1.29531955815543e-34,70.7199982696327
"SLC25A39",1.15889865071891,7.12252769521879,13.4331524997948,6.0242876450503e-36,1.3806308101224e-34,70.654276923044
"SCARA5",-2.48593066160694,1.79329753050088,-13.4302709459967,6.20511087264495e-36,1.4204023163051e-34,70.6248884010843
"CHAF1B",1.41344007861593,2.90426265443013,13.4226452669075,6.71015323675105e-36,1.53421006537345e-34,70.5471310625551
"GIMAP4",-1.62332152719808,5.40267724732933,-13.4085927664257,7.75050295776161e-36,1.77000069303542e-34,70.4039009490701
"PHKA1",1.34054406744584,3.50059542505613,13.4048749721473,8.05165873053151e-36,1.83448014277519e-34,70.3660203756203
"AHNAK",-2.19472595438323,6.54747490586927,-13.4035540416956,8.16144288841768e-36,1.85732346152637e-34,70.3525627421994
"RBMS3",-1.62847603476787,2.51597777175197,-13.3994973082092,8.5080129750859e-36,1.93393679549068e-34,70.3112370733298
"CHRDL1",-2.84328982574343,3.57153261476537,-13.3922184181091,9.1670135229604e-36,2.0813069236123e-34,70.2371038372476
"GAPDH",1.55156944025464,10.8066100498956,13.3903262832947,9.34649227436888e-36,2.11958882356996e-34,70.2178364666895
"E2F3",1.23923256527021,4.04810821772729,13.3808080903281,1.03038445773664e-35,2.33398235531217e-34,70.1209354245689
"HS6ST2",2.82600982906235,3.98532420337473,13.3795161281548,1.04411088207e-35,2.3623311523215e-34,70.1077852260821
"UNC5CL",2.23044662402452,3.45947660602497,13.376936154329,1.07206926123369e-35,2.42277714969186e-34,70.0815270210264
"AARD",-2.0374922208396,1.47825052519986,-13.3659351631779,1.19989889492871e-35,2.70852177636512e-34,69.9695918687306
"MYO7A",1.35794420573609,2.40796347389302,13.3608527541163,1.26397750435996e-35,2.84986742977253e-34,69.9178945664687
"ASPM",1.95194111345622,2.31061887861665,13.3585682151348,1.29388061217619e-35,2.91392073663651e-34,69.8946600154527
"HSPE1",1.1964902169077,6.87862988600282,13.3579774696271,1.30172709946151e-35,2.92821033688556e-34,69.8886522673627
"PDCD2L",1.26011802851562,4.05310725430886,13.3503196770249,1.40783528733317e-35,3.16325018535241e-34,69.8107868217563
"MS4A15",-4.01234829303641,3.16443386861132,-13.3496841243559,1.4170195694844e-35,3.18022240088082e-34,69.8043254878408
"RAD54L",1.85958796652937,2.35064316617425,13.3494015952919,1.42112149906849e-35,3.18576236739456e-34,69.8014532132437
"CCRL2",-1.62123276076512,3.04445470248005,-13.3492236085048,1.42371169130709e-35,3.18790460569026e-34,69.7996437628917
"AURKA",2.04276414033914,4.12229359971159,13.3421168677641,1.53106888940254e-35,3.42436198968093e-34,69.7274054885492
"NTNG1",-1.38999063157844,0.73579387989611,-13.3390526952017,1.57981079708746e-35,3.52932989411189e-34,69.6962651403038
"DIXDC1",-1.1778049295827,2.79101843849487,-13.3386812258459,1.58582386554942e-35,3.53870970821628e-34,69.6924902533359
"PTTG1",1.9274728646306,4.72221707980525,13.3368790554935,1.61532125658266e-35,3.60041262481505e-34,69.6741773051719
"KIFC1",2.13808614006914,4.02335086881512,13.3302976403129,1.72776291649402e-35,3.84663928771494e-34,69.6073105586754
"ITPRID2",-1.24050835465441,5.26598270645909,-13.3248865630568,1.82602559339247e-35,4.06077276487268e-34,69.5523473291952
"SERINC2",1.8339486062194,7.00942479802207,13.3202007655115,1.91560342432203e-35,4.25512683195359e-34,69.5047606134341
"KLF2",-1.90916807507719,5.10948916796266,-13.3152377383432,2.01525855336899e-35,4.47139790288457e-34,69.4543680647307
"XRCC2",1.64915668514123,2.03265782717998,13.3100543908059,2.12485438968092e-35,4.70920854113033e-34,69.4017489997213
"PCDH17",-1.60936317333482,3.07360477604996,-13.301920635217,2.30892148119313e-35,5.10554372423012e-34,69.319200388446
"CD300LF",-1.92677711735042,3.64529321398188,-13.2996600770609,2.36284157791851e-35,5.21885609220212e-34,69.2962629371387
"NCAPG",2.05184363523943,2.80896349060212,13.2970658960743,2.42626681376286e-35,5.35288254172139e-34,69.2699428050422
"DONSON",1.23636523048353,3.6398206628791,13.2966717000718,2.43605184917975e-35,5.36839765136187e-34,69.2659435938232
"C20orf194",-1.21417130383995,3.2209319189744,-13.2956008409735,2.46283244211965e-35,5.42128906531145e-34,69.2550797910826
"TONSL",1.57094904091581,3.11872720439168,13.2949327442943,2.47968890782143e-35,5.45224044749057e-34,69.2483022226299
"TFB2M",1.09631870957828,5.19959764791428,13.2854453765829,2.73184331809442e-35,5.993154131923e-34,69.1520760919404
"CCNF",1.44779747232734,3.11156945237789,13.2839996633081,2.77244818042059e-35,6.07539964749919e-34,69.1374160439218
"SNCA",-1.27027227981596,1.61479879046463,-13.2710081350849,3.16539524639437e-35,6.92869848377434e-34,69.0057150412195
"SOX4",1.59453608731365,6.69313370689734,13.259983848556,3.54203526067437e-35,7.74442978575473e-34,68.8940101726918
"SECISBP2L",-1.52608047544503,4.73998690541212,-13.258232993286,3.60582981026269e-35,7.86627503238851e-34,68.8762739370808
"RASL12",-1.58169800269577,3.81318792200076,-13.2357181905059,4.53573584799293e-35,9.87281877716585e-34,68.648308390395
"SORBS1",-1.58702515256939,2.9473940263164,-13.2295688209348,4.82889088222835e-35,1.04875121242873e-33,68.5860808036055
"SH2D1B",-1.0799193946111,0.853844657644103,-13.2284362438169,4.88490636822615e-35,1.05973669521151e-33,68.57462153613
"SLC46A2",-2.62372168672219,2.36620395282877,-13.2279625398403,4.90852656655469e-35,1.0636777069724e-33,68.5698288152542
"ZNF106",-1.31719096904757,4.21571722695964,-13.2261661512993,4.99913789127865e-35,1.08211083566712e-33,68.5516546011902
"GALNT7",1.45278969367727,4.89735301421181,13.2180307458181,5.43080730620298e-35,1.17424650657291e-33,68.4693643975959
"HYAL1",-2.53929334498862,3.79167394359368,-13.2092654373561,5.93752956931939e-35,1.28238803090184e-33,68.3807327352453
"MARC2",-1.60993053451874,4.33955643998878,-13.2078949753417,6.02090561127355e-35,1.29895710328173e-33,68.3668779343107
